movie title,domestic total gross,release date,runtime,rating,data source
The Big Lebowski (1998) - Box Office Mojo,"$17,451,873","March 6, 1998",1 hrs. 57 min.,R,http://www.boxofficemojo.com/movies/?id=biglebowski.htm
